env_steps,mean_reward,std_reward
81920,0.00000000000000000,0.00000000000000000
83968,0.00000000000000000,0.00000000000000000
86016,0.00000000000000000,0.00000000000000000
88064,0.00000000000000000,0.00000000000000000
90112,0.00000000000000000,0.00000000000000000
92160,0.00008528548423001,0.00082246342489635
94208,0.00013524046167731,0.00087825705911629
96256,0.00026743741706014,0.00126704071913940
98304,0.00027117355493829,0.00126679497352077
100352,0.00027117355493829,0.00126679497352077
102400,0.00052660107379779,0.00340269760961964
104448,0.00043435048079118,0.00333534538505602
106496,0.00042081465711817,0.00330367818345346
108544,0.00041707851924002,0.00330394335196101
110592,0.00008418655022979,0.00043914462021467
112640,0.00008414925076067,0.00046789118488868
114688,0.00025223460979760,0.00182813630072836
116736,0.00021814958017785,0.00179299328612704
118784,0.00020977566775400,0.00178941559576708
120832,0.00043408750381786,0.00211384862096318
122880,0.00034035358403344,0.00137547124951678
124928,0.00242608012631536,0.01161648277176021
126976,0.00242055119946599,0.01161751486115177
129024,0.00227474854327738,0.01160754556762596
131072,0.00323389083612710,0.01782866895243937
133120,0.00194198108743876,0.01452313563751004
135168,0.00223092790227383,0.01454651176135894
137216,0.00370578923262656,0.02197886331538739
139264,0.00516730069182813,0.02500714193488852
141312,0.00495756310410798,0.02499519910793696
143360,0.00520013799890876,0.02503932840768753
145408,0.00213897679001093,0.01266507010393065
147456,0.00161788715980947,0.00854162181991692
149504,0.00266633684746921,0.01465285195801039
151552,0.00244965937919915,0.01454087251559335
153600,0.00317346781492233,0.01606268302807615
155648,0.00342646323144436,0.01615331407015069
157696,0.00191076420247555,0.01036309639450765
159744,0.00232392781414092,0.01113724829441664
161792,0.00280117603950202,0.01242443538934747
163840,0.00265597349964082,0.01240355752137823
165888,0.00270768700167537,0.01271477894057865
167936,0.00270029205828905,0.01271615018026244
169984,0.00233911471441388,0.01111189943508314
172032,0.00268935287371278,0.01158554595708186
174080,0.00201150290668011,0.00822637567566529
176128,0.00210561184212565,0.00823809861629237
178176,0.00191086992621422,0.00680212159918452
180224,0.00210077797062695,0.00688655282699324
182272,0.00125286728492938,0.00557670247030187
184320,0.00124359283479862,0.00554860482501594
186368,0.00080314510385506,0.00351122739023787
188416,0.00139265616307966,0.00864136342161638
190464,0.00148452935274690,0.00877530875469303
192512,0.00141515795141459,0.00877410863034720
194560,0.00157128123566508,0.00896629140217151
196608,0.00305954962968826,0.01395431655590285
198656,0.00451851489953697,0.01811245439103829
200704,0.00505130299367011,0.01881757011158741
202752,0.00474122938700020,0.01859761512045561
204800,0.00456011926755309,0.01853714835163117
206848,0.00179113108664751,0.00949375039769007
208896,0.00134679474867880,0.00901918101704287
210944,0.00138466862961650,0.00767113135430884
212992,0.00113880291581154,0.00412582891398209
215040,0.00139868823811412,0.00481441658187869
217088,0.00190945868380368,0.00759803523710840
219136,0.00152924570953473,0.00737793125116905
221184,0.00114210856845602,0.00682821909002148
223232,0.00209370270138606,0.01359936719162466
225280,0.00482105393661186,0.02521641203857322
227328,0.00459658929496072,0.02485790817193108
229376,0.00634757561958395,0.02780107915177264
231424,0.00526128569035791,0.02525960254196754
233472,0.00362858913256787,0.01563853613016556
235520,0.00371669466607273,0.01565152458352266
237568,0.00331984188407660,0.01524543297169227
239616,0.00148610987700522,0.00814987550565724
241664,0.00135333325713873,0.00750308441662904
243712,0.00182082896120846,0.01312584393227791
245760,0.00320140013936907,0.01659475574240750
247808,0.00609391198027879,0.02702689628909967
249856,0.00567487567197532,0.02671517861425499
251904,0.00456607405561954,0.02394662043718521
253952,0.00350981420371681,0.02202231795110279
256000,0.00355427752714604,0.02202655793507051
258048,0.00135375719051808,0.00775302855244134
260096,0.00149530938826501,0.00802687093552221
262144,0.00106332980096340,0.00715070643223856
264192,0.00137657008366659,0.00757676192961957
266240,0.00078317984240130,0.00364522062944076
268288,0.00119163383031264,0.00678887494644311
270336,0.00208365232916549,0.00944388158801999
272384,0.00238700115121901,0.00976883527107044
274432,0.00233702772296965,0.00973331852066727
276480,0.00158098557032645,0.00730080625398690
278528,0.00431632442399859,0.01882334055759961
280576,0.00403839239384979,0.01873139129247735
282624,0.00407427127938718,0.01875845156115813
284672,0.00322126658167690,0.01769660603607850
286720,0.00200591783504933,0.01133072142032263
288768,0.00233538621105254,0.01234802435637050
290816,0.00237909206189215,0.01235195992832125
292864,0.00236072849482298,0.01235478254689239
294912,0.00149869507178664,0.00831305972168062
296960,0.00304843132384121,0.02597256275826246
299008,0.00320977238472551,0.02597767660198713
301056,0.00354074833448976,0.02603566059334026
303104,0.00355855915229768,0.02603369862251746
305152,0.00553339238744229,0.03442563758523107
307200,0.00321390192024410,0.02329331063267682
309248,0.00315527101047337,0.02329315396066576
311296,0.00314458522014320,0.02326853448481082
313344,0.00102040116675198,0.00482465681836553
315392,0.00109725278802216,0.00494313423798009
317440,0.00070556109771132,0.00287491003724210
319488,0.00060491583310068,0.00249442091126080
321536,0.00262742581777275,0.02026956199725279
323584,0.00411212966777384,0.02427730090227481
325632,0.00416079474147409,0.02427394073540944
327680,0.00434266761410981,0.02432544846244426
329728,0.00237723851110786,0.01391149282452457
331776,0.00335875210817903,0.01852193173259722
333824,0.00379066524561495,0.02182802276868015
335872,0.00392634612508118,0.02183610951548534
337920,0.00384760028682649,0.02189309799536265
339968,0.00401663726195693,0.02396019053165435
342016,0.00274971246020868,0.01663683478944979
344064,0.00300997096346691,0.01722599282798050
346112,0.00349317387910560,0.01829410579106874
348160,0.00241780303651467,0.01001370680283019
350208,0.00204204691573977,0.00949030506663217
352256,0.00316720951348543,0.01503655478959879
354304,0.00260827753620106,0.01359832482503548
356352,0.00215152988137561,0.01314454425830776
358400,0.00190325211660820,0.01288003194392149
360448,0.00223979700283962,0.01326376527958366
362496,0.00179170629868167,0.01056234665718292
364544,0.00244266182184219,0.01219557050110587
366592,0.00266299107111990,0.01229498907354530
368640,0.00230515555478632,0.01189449950084898
370688,0.00131029234267771,0.00705550536694539
372736,0.00344986603595316,0.02521368576701167
374784,0.00357509275898337,0.02567155128842367
376832,0.00355503232218325,0.02567184530211671
378880,0.00383776545524597,0.02579794016721405
380928,0.00369828605093062,0.02563116690400238
382976,0.00269571512937546,0.01501356477527129
385024,0.00360870284959674,0.01605736160247628
387072,0.00532584094442427,0.02034793456270973
389120,0.00528138712979853,0.02035916070511106
391168,0.00525587096810341,0.01772644267405317
393216,0.00431760748848319,0.01619584276613470
395264,0.00267479442991316,0.01023616932660055
397312,0.00253091264516115,0.01021464494021924
399360,0.00203113431110978,0.00850493436686820
401408,0.00118690499104559,0.00498499964021022
403456,0.00288701014593244,0.01360611894818416
405504,0.00319636621512473,0.01362770253137142
407552,0.00365089428611100,0.01442232417831606
409600,0.00166757760569453,0.00675891810832614
411648,0.00201239143498242,0.00756867148922554
413696,0.00208821761421859,0.00759318113480095
415744,0.00118218185380101,0.00493826570423591
417792,0.00152294642291963,0.00604028267114737
419840,0.00126914158463478,0.00503767391564672
421888,0.00097480939701200,0.00449553575672411
423936,0.00066797288134694,0.00290017890846922
425984,0.00078021393157542,0.00294027415207549
428032,0.00065010333433747,0.00261276988090990
430080,0.00095243650488555,0.00431772935220255
432128,0.00242505791597068,0.01298216413051722
434176,0.00259638423100114,0.01303954465757748
436224,0.00266259362921119,0.01303429914266267
438272,0.00292370386887342,0.01325277942404573
440320,0.00188799736555666,0.00784297282356671
442368,0.00176749535370618,0.00775034500320660
444416,0.00232429662253708,0.01184327376442053
446464,0.00177403474692255,0.01109817300522703
448512,0.00252790668979287,0.01340180412515011
450560,0.00241107008128893,0.01336496304070492
452608,0.00154130365408491,0.00979964026254515
454656,0.00405825585767161,0.02209987696858674
456704,0.00284390522167087,0.02008587886307521
458752,0.00714263003319502,0.03420132430115769
460800,0.00654796133749187,0.03391242952672339
462848,0.00472849221900106,0.02817603299912035
464896,0.00486255282536149,0.02828563817031788
466944,0.00191373581998050,0.01436420043238278
468992,0.00228957491926849,0.01459550480645045
471040,0.00251144491136074,0.01464272122318620
473088,0.00296951088123023,0.01559596499995745
475136,0.00184055071324110,0.00795099640865495
477184,0.00155180845758878,0.00751747980874731
479232,0.00153477629995905,0.00756260259059529
481280,0.00151624419144355,0.00705613566831617
483328,0.00156334512517788,0.00630063507732402
485376,0.00171314868377522,0.00662268406191610
487424,0.00170819605933502,0.00655024381785381
489472,0.00168884824262932,0.00652592843261128
491520,0.00237726530060172,0.00972684296923035
493568,0.00246386634185910,0.00972548054703574
495616,0.00406167854554951,0.01682281329844572
497664,0.00534326869994402,0.02500893372560303
499712,0.00528497034683824,0.02504175745037877
501760,0.00585552428849041,0.02550784366356337
503808,0.00382949112914503,0.02155001232806493
505856,0.00190679062157869,0.00963777042018572
507904,0.00283354479819536,0.01452573864302451
509952,0.00148963002488017,0.01138642999347497
512000,0.00300306317396462,0.01481374849400350
514048,0.00305547850206494,0.01484129512515053
516096,0.00246625499799848,0.01059613218680166
518144,0.00245457950048149,0.01059986645765018
520192,0.00135501350276172,0.00509772417299880
522240,0.00115912356413901,0.00475713754991606
524288,0.00093758992850780,0.00474787259303782
526336,0.00116685783490539,0.00495534446232857
528384,0.00095854617888108,0.00476510017773855
530432,0.00092220843769610,0.00475830396075676
532480,0.00173421369865537,0.00872001926390372
534528,0.00231020813807845,0.01039734935855609
536576,0.00263371976092458,0.01070657317648441
538624,0.00288469973951578,0.01085218077331049
540672,0.00154632262885571,0.00504950772979012
542720,0.00195602801628411,0.01023255739209608
544768,0.00175541232340038,0.01013240184741357
546816,0.00319285232573748,0.01808706495785531
548864,0.00307882292196155,0.01801138939083820
550912,0.00302698159590364,0.01798699204647226
552960,0.00239845183677971,0.01544844012680467
555008,0.00170996600762010,0.00844155717177269
557056,0.00266577690606937,0.01154385318239997
559104,0.00431337317684665,0.01674333286263378
561152,0.00496331952745095,0.01763164398767325
563200,0.00428089384222403,0.01619349587886710
565248,0.00415903425309807,0.01579741806827841
567296,0.00253049530088902,0.01011748541636498
569344,0.00184139817021787,0.00826413060859639
571392,0.00192632629536092,0.00840040073905325
573440,0.00137385146692395,0.00528606333065858
575488,0.00115537410601974,0.00488082222319341
577536,0.00128439113497734,0.00532733980954530
579584,0.00116382599808276,0.00508471597298084
581632,0.00332860055379570,0.01870994927979252
583680,0.00303583112545311,0.01867385888381988
585728,0.00289711875142530,0.01855764950757273
